word_id,word,sentence_id,sentence
AHaC7ncPHjM_w,diverse,AHaC7ncPHjM_e3,India has always been one of the most religiously diverse countries.
AHaC7ncPHjM_w,diverse,AHaC7ncPHjM_e4,The restaurant has a diverse menu that includes entrees from all over the world.
AHaC7ncPHjM_w,diverse,AHaC7ncPHjM_e5,Shops selling a diverse range of gifts.
9nv55rJUEkA_w,peevish,9nv55rJUEkA_e1,"a peevish, bad-tempered person"
9nv55rJUEkA_w,peevish,9nv55rJUEkA_e2,I think the answer we have been given was a little peevish.
9nv55rJUEkA_w,peevish,9nv55rJUEkA_e3,A peevish child is unhappy and makes others unhappy.
9nv55rJUEkA_w,peevish,9nv55rJUEkA_e4,The whole team was peevish after losing the game.
T0waubuK70M_w,ravishing,T0waubuK70M_e1,She was a ravishing sight in her wedding dress.
T0waubuK70M_w,ravishing,T0waubuK70M_e2,Cynthia looked positively ravishing this evening.
T0waubuK70M_w,ravishing,T0waubuK70M_e3,The story is very ravishing.
T0waubuK70M_w,ravishing,T0waubuK70M_e4,The film is ravishing to look at and boasts a sensuous musical score.
Zfvba8MyFPY_w,maker,Zfvba8MyFPY_e1,He'd been a maker of fine furniture for 20 years
29HmB-dzhZo_w,plead,29HmB-dzhZo_e1,"He was on his knees, pleading for mercy/forgiveness."
YuEOgnEL5-M_w,compel,YuEOgnEL5-M_e1,"At school, we were compelled to wear uniforms, which I hated."
YuEOgnEL5-M_w,compel,YuEOgnEL5-M_e2,The law will compel employers to provide health insurance.
YuEOgnEL5-M_w,compel,YuEOgnEL5-M_e3,I can compel you to do what I want.
YuEOgnEL5-M_w,compel,YuEOgnEL5-M_e4,Please do not compel me to go into the revolting particulars.
FmWH_7DnOAo_w,chillax,FmWH_7DnOAo_e1,Hey! You guys need to chillax or I'm telling mom!
FmWH_7DnOAo_w,chillax,FmWH_7DnOAo_e2,He spent the weekend chillaxing at his beach house.
FmWH_7DnOAo_w,chillax,FmWH_7DnOAo_e3,Let's watch a movie with Maria and chillax tonight.
FmWH_7DnOAo_w,chillax,FmWH_7DnOAo_e4,She needs to chillax.
N6jpL7uibFI_w,inspire,N6jpL7uibFI_e1,His confident leadership inspired his followers.
N6jpL7uibFI_w,inspire,N6jpL7uibFI_e2,"After her trip to Venezuela, she felt inspired to learn Spanish."
N6jpL7uibFI_w,inspire,N6jpL7uibFI_e3,I hope this success will inspire you to greater efforts.
N6jpL7uibFI_w,inspire,N6jpL7uibFI_e4,The company's record does not really inspire confidence.
FQMfuZZB4VI_w,remorse,FQMfuZZB4VI_e1,He felt no remorse for the murders he had committed. 
FQMfuZZB4VI_w,remorse,FQMfuZZB4VI_e2,"After the argument, she was filled with remorse. "
FQMfuZZB4VI_w,remorse,FQMfuZZB4VI_e3,He felt some remorse at his behaviour. 
FQMfuZZB4VI_w,remorse,FQMfuZZB4VI_e4,He was filled with remorse for having refused to visit his dying father.
OmSt-ldl6_A_w,arrange,OmSt-ldl6_A_e1,The meeting has been arranged for Wednesday.
OmSt-ldl6_A_w,arrange,OmSt-ldl6_A_e2,They arranged to have dinner the following month.
OmSt-ldl6_A_w,arrange,OmSt-ldl6_A_e3,We've arranged to stay overnight at my sister's house.
OmSt-ldl6_A_w,arrange,OmSt-ldl6_A_e4,My friends arranged to eat with me.
ZEZpV4qEQDw_w,resemble,ZEZpV4qEQDw_e1,That actor really resembles my brother.
HtoVMp9gYOA_w,superior,HtoVMp9gYOA_e1,The soldier was reported to his superior officer for failing in his duties.
HtoVMp9gYOA_w,superior,HtoVMp9gYOA_e2,I will pass your complaint on to my superiors.
HtoVMp9gYOA_w,superior,HtoVMp9gYOA_e3,"When your superior officer gives you an order, you do it."
HtoVMp9gYOA_w,superior,HtoVMp9gYOA_e4,Travel expenses must be authorized and approved by your superiors.
WabgM-SmPzU_w,candidate,WabgM-SmPzU_e1,There are three candidates standing in the election.
WabgM-SmPzU_w,candidate,WabgM-SmPzU_e2,How many candidates are there for the job?
WabgM-SmPzU_w,candidate,WabgM-SmPzU_e3,She's the best candidate for the job.
qFQQdsa_uhI_w,fortune,qFQQdsa_uhI_e1,He lost a fortune gambling.
FRs6fgJZjt4_w,distinguish,FRs6fgJZjt4_e1,He's colour-blind and can't distinguish (the difference) between red and green easily.
FRs6fgJZjt4_w,distinguish,FRs6fgJZjt4_e2,I sometimes have difficulty distinguishing Spanish from Portuguese.
FRs6fgJZjt4_w,distinguish,FRs6fgJZjt4_e3,It can be difficult to distinguish between poisonous and edible mushrooms.
FRs6fgJZjt4_w,distinguish,FRs6fgJZjt4_e4,They look so similar it's often difficult to distinguish one from the other.
0gXoXdqFarg_w,compensation,0gXoXdqFarg_e1,"She received Rs 40,000 in compensation for a lost eye."
0gXoXdqFarg_w,compensation,0gXoXdqFarg_e2,You should claim/seek compensation.
0gXoXdqFarg_w,compensation,0gXoXdqFarg_e3,Going to court to obtain compensation is a long process.
0gXoXdqFarg_w,compensation,0gXoXdqFarg_e4,You'll have to spend a small fortune in legal fees if you decide to sue for compensation.
vi-htncM10c_w,cognitive,vi-htncM10c_e1,Some of her cognitive functions have been impaired.
vi-htncM10c_w,cognitive,vi-htncM10c_e2,"It brings together occupational, social, clinical and cognitive psychologists."
vi-htncM10c_w,cognitive,vi-htncM10c_e3,We cannot possibly have any cognition of how such an act is possible.
vi-htncM10c_w,cognitive,vi-htncM10c_e4,"As children grow older, their cognitive processes become sharper."
xsnL27VAyOI_w,decorate,xsnL27VAyOI_e1,They decorated the wedding car with ribbons and flowers.
xsnL27VAyOI_w,decorate,xsnL27VAyOI_e2,My mother likes to decorate rooms.
W4qJmEBZr8c_w,earring,W4qJmEBZr8c_e1,He was wearing an earring in his left ear.
0pth6-vW81w_w,decisive,0pth6-vW81w_e1,You need to be more decisive
0pth6-vW81w_w,decisive,0pth6-vW81w_e2,Man is a decisive factor in doing everything.
0pth6-vW81w_w,decisive,0pth6-vW81w_e3,The government must take decisive action on gun control.
0pth6-vW81w_w,decisive,0pth6-vW81w_e4,In business Ajay was clear-headed and decisive.
IK7897iu8Yw_w,report,IK7897iu8Yw_e1,The inquiry reports (= will officially make its results known) next week. 
IK7897iu8Yw_w,report,IK7897iu8Yw_e2,I want you to report (to me) on progress (= on what you have done) every Friday.
IK7897iu8Yw_w,report,IK7897iu8Yw_e3,We called the police to report the theft.
IK7897iu8Yw_w,report,IK7897iu8Yw_e4,He reported to his teacher.
OLodODJ-AVU_w,favor,OLodODJ-AVU_e1,"In applying for this job, Tiffany has a lot in her favor (= to her advantage)."
OLodODJ-AVU_w,favor,OLodODJ-AVU_e2,The city council voted in favor of (= in support of) the proposed housing development.
OLodODJ-AVU_w,favor,OLodODJ-AVU_e3,He soon won the favor of his boss.
OLodODJ-AVU_w,favor,OLodODJ-AVU_e4,Can you do this one last favor for me?
yT_roL9ern0_w,buzzy,yT_roL9ern0_e1,There's always a buzzy atmosphere in the restaurant.
yT_roL9ern0_w,buzzy,yT_roL9ern0_e2,I can hear something buzzing.
yT_roL9ern0_w,buzzy,yT_roL9ern0_e3,The city was buzzing with the news.
yT_roL9ern0_w,buzzy,yT_roL9ern0_e4,My mind was buzzing with new ideas.
xGBTymkkD5w_w,tender,xGBTymkkD5w_e1,My arm was very tender after the injection.
zAzM7hFn3kE_w,settle,zAzM7hFn3kE_e1,Please settle your bill without further delay.
gAyLOpZm3zc_w,bargain,gAyLOpZm3zc_e1,The sales had started and the bargain hunters (= people looking for things at a low price) were out in force.
gAyLOpZm3zc_w,bargain,gAyLOpZm3zc_e2,The fall in property prices means that there are a lot of bargains waiting to be snapped up.
gAyLOpZm3zc_w,bargain,gAyLOpZm3zc_e3,"Houses in this area used to be a real bargain, but they're not cheap any more."
gAyLOpZm3zc_w,bargain,gAyLOpZm3zc_e4,"We got tickets to the show at half-price, a real bargain."
Q95GDH2EpT4_w,conscious,Q95GDH2EpT4_e1,I think she's very conscious of being the only person in the office who didn't have a university education.
Q95GDH2EpT4_w,conscious,Q95GDH2EpT4_e2,he gradually became conscious (of the fact) that everyone else was wearing a suit.
Q95GDH2EpT4_w,conscious,Q95GDH2EpT4_e3,People have become much more conscious of the need to exercise regularly.
Q95GDH2EpT4_w,conscious,Q95GDH2EpT4_e4,I'm very conscious of my weight.
FFAtBcMZ44Y_w,quote,FFAtBcMZ44Y_e1,He's always quoting from the Bible.
S9qHBdiXN4U_w,treatment,S9qHBdiXN4U_e1,Being unemployed entitles you to free medical treatment.
S9qHBdiXN4U_w,treatment,S9qHBdiXN4U_e2,He's been having treatment for two months now without any improvement.
S9qHBdiXN4U_w,treatment,S9qHBdiXN4U_e3,I had some very expensive dental treatment recently - but it was money well spent - it'll save me problems in the future.
S9qHBdiXN4U_w,treatment,S9qHBdiXN4U_e4,"Without treatment, she will almost certainly die."
MF29ZLOnNHc_w,racism,MF29ZLOnNHc_e1,The authorities are taking steps to combat/fight/tackle racism in schools.
MF29ZLOnNHc_w,racism,MF29ZLOnNHc_e2,We have to take a stand against racism.
MF29ZLOnNHc_w,racism,MF29ZLOnNHc_e3,Racism exists at all levels of society.
MF29ZLOnNHc_w,racism,MF29ZLOnNHc_e4,Many immigrants have experienced racism.
1TqHCiBoJMs_w,obtain,1TqHCiBoJMs_e1,Jack has obtained a medical qualification.
1TqHCiBoJMs_w,obtain,1TqHCiBoJMs_e2,She was finally able to obtain legal possession of the house.
1TqHCiBoJMs_w,obtain,1TqHCiBoJMs_e3,Admission is obtained by written application.
1TqHCiBoJMs_w,obtain,1TqHCiBoJMs_e4,He obtained his first job through the milk round.
